FID,id,site_name,continent,country,latitude,longitude,year_operation_start,year_shut_down,main_mar_type,specific_mar_type,link_to_documents,influent_source,final_use,main_objective,reference_author_year,wgs84
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_19bd,1025,Camp Peary,North America,USA,37.309114,-76.644654,1946,1946,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,no data,no data,no data,"<a href='https://pubs.usgs.gov/pp/0939/report.pdf' target='_blank'>Brown, D. L., and W. D. Silvey. 1977. Artificial Recharge to a Freshwater-Sensitive Brackish-Water Sand Aquifer, Norfolk, Virginia. 939. Geological Survey Professional Paper. Washington, D.C.: U.S. Geological Survey. https://pubs.usgs.gov/pp/0939/report.pdf</a>",-76.644654 37.309114
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_19be,797,Barragem subterrânea do Rio Palhano,South America,Brasil,-4.91667,-38.5167,1990,-9999,In-Channel Modification,Subsurface Dam,<a href='https://inowas.com/mar-methods/subsurface-dams/' target='_blank'>Subsurface dams</a>,River water,Agricultural,Maximize Natural Storage,"<a href='https://scielo.conicyt.cl/pdf/infotec/v22n2/art14.pdf' target='_blank'>Neto, J. W. da S., C. C. Gomes, E. da S. Pitombeira, and R. B. Araújo. 2011. Alternativa de Convivencia con el Problema de la Salinidad del Agua de Irrigación causada por Presas Subterráneas. Información tecnológica 22 (2): 131–140. doi:10.4067/S0718-07642011000200014</a>",-43.43337
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_19bf,369,Lohiluoma,Europe,Finland,62.54552,22.29675,-9999,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,River water,Domestic,Water Quality Management,"<a href='https://helda.helsinki.fi/bitstream/handle/10138/38390/SY27_2007_Yhdyskuntien_vedenhankinnan_tulevaisuuden_vaihtoehdot.pdf?sequence=1' target='_blank'>Isomäki, E., Britschgi, R., Gustafsson, J., Kuusisto, E., Munsterhjelm, K., Santala, E., Suokko, T., Valve, M., 2007. Yhdyskuntien vedenhankinnan tulevaisuuden vaihtoehdot. Suomen ympäristökeskus.</a>",22.29675 62.54552
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_19c0,622,Schaffhausen,Europe,Switzerland,47.693,8.63,-9999,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,River water,Domestic,no data,"Furrer, R., Fleig, M., Brauch, H.J., 2000. Wasserförderung und -aufbereitung im Rheineinzugsgebiet. Rheinthemen 2.",8.63 47.693
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_19c1,878,Talbert Gap Seawater Barrier,North America,USA,33.693905,-117.967179,-9999,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage using wells,<a href='https://inowas.com/mar-methods/shallow-wells-shafts-and-pits-infiltration/' target='_blank'>Shallow well/shaft/pit infiltration</a>,Reclaimed wastewater,no data,Physical Aquifer Management,"<a href='https://www.ocwd.com/media/2414/11-12-annual-recharge-report-final.pdf' target='_blank'>Hutchinson, A. S. 2013. Report on Groundwater Recharge in the Orange County Groundwater Basin 2011-2012. Fountain Valley, CA, USA: Orange County Water District.</a>",-117.967179 33.693905
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_19c2,194,N/A,Asia,China,40.073906,109.80943,2011,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage using wells,<a href='https://inowas.com/mar-methods/shallow-wells-shafts-and-pits-infiltration/' target='_blank'>Shallow well/shaft/pit infiltration</a>,River water,Ecological,Physical Aquifer Management,"Zhang, W., Y. Huan, X. Yu, D. Liu, and J. Zhou. 2015. Multi-Component Transport and Transformation in Deep Confined Aquifer during Groundwater Artificial Recharge. Journal of Environmental Management 152: 109–119. doi:10.1016/j.jenvman.2015.01.027.",109.80943 40.073906
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_19c3,545,Sint Jansklooster,Europe,Netherlands,52.68,6.009,1936,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,Lake water,Domestic,Water Quality Management,"Stuyfzand, P.J., Doomen, A., 2004. The Dutch experience with MARS (Managed Aquifer Recharge and Storage) - A review of facilities, techniques and tools.",6.009 52.68
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_19c4,598,river Guadalquivir floodplain,Europe,Spain,37.04,-6.18,1991,-9999,Spreading Methods,Surface flooding and ditch-and-furrow,<a href='https://inowas.com/mar-methods/ditches-and-furrows/' target='_blank'>Ditches and furrows</a>,River water,Agricultural,no data,"Diaz, J.M.M., de la Orden Gomez, J.A., Geta, J.A.L., Campos, J.C.R., Gonzalez-Ramon, A., Machuca, M.M., 2002. Lessons from groundwater recharge projects in Spain in: Dillon, P. (Ed.), International symposium on artificial recharge of groundwater; Management of aquifer recharge for sustainability; , pp. 393-398.",-6.18 37.04
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_19c5,1037,Camarillo,North America,USA,34.216016,-119.029333,1979,2014,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,River water,no data,no data,"<a href='http://www.asrforum.com/picturepages/OperASRUS052404.pdf' target='_blank'>Pyne, R. D. G. 2004. Known Operating ASR Systems in the United States (as of May 2004). ASR Systems LLC. http://www.asrforum.com/picturepages/OperASRUS052404.pdf</a>",-119.029333 34.216016
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_19c6,371,Forssa,Europe,Finland,60.81368,23.62099,-9999,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,Lake water,Domestic,Water Quality Management,"Kivimaki, A.-L., 1998. Removal of organic matter during bank filtration- Field studies, pp. 107-112.",23.62099 60.81368
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_19c7,807,Conceição (Barragem Comunitária Manoel Cândido Sobrinho),South America,Brasil,-6.81102,-49.270978,-9999,-9999,In-Channel Modification,Subsurface Dam,<a href='https://inowas.com/mar-methods/subsurface-dams/' target='_blank'>Subsurface dams</a>,Storm water,Agricultural,Maximize Natural Storage,"<a href='http://repositorio.ufrn.br:8080/jspui/bitstream/123456789/15972/1/LiciaCAD_DISSERT.pdf' target='_blank'>Dantas, L. C. A. 2009. Avaliação das barragens subterrâneas no regime de um curso d’água na região do semi-árido do RN. Master thesis, Natal, Brazil: UFRN - Universidade Federal do Rio Grande do Norte. http://repositorio.ufrn.br:8080/jspui/handle/123456789/15972</a>",-56.081998
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_19c8,292,Kikai,Asia,Japan,28.321593,129.970904,2009,-9999,In-Channel Modification,Subsurface Dam,<a href='https://inowas.com/mar-methods/subsurface-dams/' target='_blank'>Subsurface dams</a>,Groundwater,Agricultural,Physical Aquifer Management,"<a href='https://www.jstage.jst.go.jp/article/jarq/45/1/45_1_51/_pdf/-char/en' target='_blank'>Ishida, S., T. Tsuchihara, S. Yoshimoto, and M. Imaizumi. 2011. Review: Sustainable Use of Groundwater with Underground Dams. JARQ 45 (1): 51 – 61.</a>",129.970904 28.321593
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_19c9,702,Beenyup/Craigie Groundwater Replenishment Trial,Oceania,Australia,-31.7772582,115.7780548,2013,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Reclaimed wastewater,Domestic,Ecological Benefits,"<a href='https://recharge.iah.org/working-groups/clogging-and-its-management' target='_blank'>Johnston, K., M. Martin, and S. Higginson. 2013. Recharge of Potable and Tertiary-Treated Wastewater into a Deep, Confined Sandstone Aquifer in Perth, Western Australia. In Clogging Issues Associated with Manage D Aquifer Recharge Methods, edited by R. Martin, 174–183. Australia: IAH Commission on Managing Aquifer Recharge. http://recharge.iah.org/recharge/clogging.htm.</a>",115.7780548 -31.7772582
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_19ca,1091,Lower Santa Cruz River Managed Recharge Project – LSCRMRP,North America,USA,32.418597,-111.206253,2000,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),River water,Domestic,Maximize Natural Storage,"<a href='http://www.nwri-usa.org/pdfs/LluriaPresentationfinal.pdf' target='_blank'>Lluria, M. R., G. G. Small, and F. Marsh. 2011. Managed Aquifer Recharge for the Arizona Desert: The Development of Large Surface Water Spreading Facilities. Presentation presented at the Managed Aquifer Recharge Symposium, January, Irvine, California. http://www.nwri-usa.org/pdfs/LluriaPresentationfinal.pdf</a>",-111.206253 32.418597
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_19cb,1098,Mariposa Water Reclamation Facility Surface Infiltration Gallery,North America,USA,35.372068,-106.663641,-9999,-9999,Spreading Methods,Reverse Drainage,Reverse Drainage,no data,no data,no data,"<a href='http://www.nwri-usa.org/pdfs/MoorePresentationFinal.pdf' target='_blank'>Moore, S. J., and D. B. Stephens. 2011. Managed Aquifer Recharge in the Middle Rio Grande Basin, New Mexico. Presentation presented at the Managed Aquifer Recharge Symposium, January, Irvine, California. http://www.nwri-usa.org/rechargesymposium2011.htm#Abstractsubmittal.</a>",-106.663641 35.372068
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_19cc,1073,Kiawah Island Utility,North America,USA,32.614431,-80.07201,-9999,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,no data,no data,Maximize Natural Storage,"<a href='http://www.asrforum.com/picturepages/OperASRUS052404.pdf' target='_blank'>Pyne, R. D. G. 2004. Known Operating ASR Systems in the United States (as of May 2004). ASR Systems LLC. http://www.asrforum.com/picturepages/OperASRUS052404.pdf</a>",-80.07201 32.614431
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_19cd,1333,Kale Khosk,Asia,Iran,36.928119,55.490798,-9999,-9999,Spreading Methods,Surface flooding and ditch-and-furrow,<a href='https://inowas.com/mar-methods/flooding/' target='_blank'>Flooding</a>,Storm water,Ecological,Management of Water Distribution Systems,,55.490798 36.928119
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_19ce,258,Tummalur Chevaru,Asia,India,17.15206,78.45741,1995,-9999,In-Channel Modification,Check dam,<a href='https://inowas.com/mar-methods/recharge-dams/' target='_blank'>Recharge dams</a>,River water,Agricultural,Physical Aquifer Management,"Boisson, A., D. Villesseche, M. Baisset, J. Perrin, M. Viossanges, W. Kloppmann, S. Chandra, et al. 2014. Questioning the Impact and Sustainability of Percolation Tanks as Aquifer Recharge Structures in Semi-Arid Crystalline Context. Environmental Earth Sciences, April. doi:10.1007/s12665-014-3229-2",78.45741 17.15206
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_19cf,241,Nizamuddin East Colony,Asia,India,28.589929,77.250827,-9999,-9999,Rainwater and Run-off Harvesting,Rooftop Rainwater Harvesting,<a href='https://inowas.com/mar-methods/rooftop-rainwater-harvesting/' target='_blank'>Rooftop rainwater harvesting</a>,Storm water,Domestic,Maximize Natural Storage,"<a href='http://www.cseindia.org/nizamuddin-east-colony-1990' target='_blank'>Centre for Science and Environment - CSE. 2014. Nizamuddin East Colony. Urban Rainwaterharvesting. http://www.cseindia.org/nizamuddin-east-colony-1990 (accessed September 1, 2014).</a>",77.250827 28.589929
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_19d0,10,Kiindu Dam 4,Africa,Kenia,-1.45665,38.00079,-9999,-9999,In-Channel Modification,Subsurface Dam,<a href='https://inowas.com/mar-methods/subsurface-dams/' target='_blank'>Subsurface dams</a>,River water,Domestic,Maximize Natural Storage,"<a href='https://www.samsamwater.com/library/Gijsbertsen_2007_-_A_study_to_upscaling_of_the_principle_and_sediment_transport_processes_behind_sand_storage_dams_Kitui_District_Kenya.pdf' target='_blank'>Gijsbertsen, C. 2007. A Study to up-Scaling of the Principle and Sediment (transport) Processes Behind, Sand Storage Dams, Kitui District, Kenya. Master thesis, Amsterdam, NL: vrije Universiteit amsterdam. https://www.samsamwater.com/library/Gijsbertsen_2007_-_A_study_to_upscaling_of_the_principle_and_sediment_transport_processes_behind_sand_storage_dams_Kitui_District_Kenya.pdf</a>",38.00079 -1.45665
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_19d1,392,Crépieux-Charmy,Europe,France,45.797,4.905,-9999,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,River water,Domestic,Maximize Natural Storage,"<a href='http://infoterre.brgm.fr/rapports/RP-61821-FR.pdf' target='_blank'>Casanova J., Cagnimel M., Devau N., Pettenati M., Stollsteiner Ph. (2012)  Recharge artificielle des eaux souterraines : état de l’art et perspectives. Rapport final. BRGM/RP-61821-FR. 99 p., 16 ill., 18 ann.</a>",4.905 45.797
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_19d2,873,Miller Basin,North America,USA,33.864805,-117.856058,1963,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),River water,no data,Other Benefits,"<a href='https://www.ocwd.com/media/2414/11-12-annual-recharge-report-final.pdf' target='_blank'>Hutchinson, A. S. 2013. Report on Groundwater Recharge in the Orange County Groundwater Basin 2011-2012. Fountain Valley, CA, USA: Orange County Water District.</a>",-117.856058 33.864805
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_19d3,976,Eaton Spreading Basin,North America,USA,34.123581,-118.081439,1956,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),River water,no data,Physical Aquifer Management,"<a href='http://www.ladpw.org/wrd/spreadingground/information/facdept.cfm?facinit=16' target='_blank'>Eaton Spreading Basin. 2015. County of Los Angeles - Department of Public Works. http://www.ladpw.org/wrd/spreadingground/information/facdept.cfm?facinit=16 (accessed October 18, 2015).</a>",-118.081439 34.123581
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_19d4,157,Shanghai,Asia,China,31.238924,121.453504,2010,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage using wells,<a href='https://inowas.com/mar-methods/shallow-wells-shafts-and-pits-infiltration/' target='_blank'>Shallow well/shaft/pit infiltration</a>,Tap water,Ecological,Physical Aquifer Management,"Yang, T.-L., X.-X. Yan, H.-M. Wang, J.-Z. Wu, and J.-B. Liu. 2010. Experimental Research of Shallow Aquifer Pressure Groundwater Recharge Based on Dual Control Pattern of Groundwater Level and Land Subsidence (in Chinese: 水位与沉降双控模式下 浅层地下水压力回灌试验研). Shanghai Geology, 12–17.",121.453504 31.238924
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_19d5,780,Fazenda Queimadas,South America,Brasil,-7.347735,-35.872607,-9999,-9999,In-Channel Modification,Subsurface Dam,<a href='https://inowas.com/mar-methods/subsurface-dams/' target='_blank'>Subsurface dams</a>,River water,Agricultural,Maximize Natural Storage,"<a href='http://www.aba-agroecologia.org.br/revistas/index.php/rbagroecologia/article/view/9304' target='_blank'>da Silva, M. S. L., M. B. de O. Neto, G. B. Ferreira, R. da B. V. Parahyba, T. J. F. Cunha, and V. C. Chaves. 2009. Caracterização do solo em barragens subterrâneas no Estado da Paraíba. Revista Brasileira De Agroecologia 4 (2). http://www.aba-agroecologia.org.br/revistas/index.php/rbagroecologia/article/view/9304</a>",-43.220342
